ID,firstName,middleName,lastName,generationalSuffix,primaryNumber,preDirectional,street,streetSuffix,postDirectional,unitDesignator,secondaryNumber,city,state,zipCode,zipExtension,phone,email,latitude,longitude,ip
259,TERRENCE,R,ELKINS,,,,,,,,,,,,,5013424911,,,,
260,FORD,N,ELKINS,JR,865,,PINE TREE,RD,,,,BETHLEHEM,NC,28681,8073,,,,,
261,FORD,N,ELKINS,JR,182,,PARK,ST,,,,LYNNFIELD,MA,1864,,,,,,
262,FORD,N,ELKINS,JR,695,,TANGLEWOOD,RD,,,,CRELLIN,MD,21550,7497,,,,,
263,FORD,N,ELKINS,JR,,,,,,,,,,,,5013428243,,,,
264,FORD,N,ELKINS,JR,,,,,,,,,,,,5013420583,,,,
265,JEFFERY,ADITYA,ELKINS,,865,,PINE TREE,RD,,,,BETHLEHEM,NC,28681,8073,,,,,
266,JEFFERY,ADITYA,ELKINS,,905,,SWALLOW,DR,SW,,,ALBUQUERQUE,NM,87121,8183,,,,,
267,JEFFERY,ADITYA,ELKINS,,6066,,STARLIGHT,DR,,,,LAS VEGAS,NV,89130,1021,,,,,
268,JEFFERY,ADITYA,ELKINS,,,,,,,,,,,,,5013422778,,,,
269,JEFFERY,ADITYA,ELKINS,,,,,,,,,,,,,,JEFFERYELKINS747@ACXIOM.COM,,,
270,RAND,X,ROMANO,,6925,,MAYWOOD,CIR,,,,ALMA,AR,72956,7702,,,,,
271,RAND,X,ROMANO,,2912,,MAPLE HILL,RD,NE,,,ARAB,AL,35016,4261,,,,,
272,RAND,X,ROMANO,,25001,,OVERTON,RD,,,,COLONIAL HEIGHTS,VA,23803,7868,,,,,
273,RAND,X,ROMANO,,,,,,,,,,,,,6503569879,,,,
274,RAND,X,ROMANO,,,,,,,,,,,,,6503562348,,,,
275,RAND,X,ROMANO,,,,,,,,,,,,,,RANDROMANO476@ACXIOM.COM,,,
276,AJAH,R,ROMANO,,6925,,MAYWOOD,CIR,,,,ALMA,AR,72956,7702,,,,,
277,AJAH,R,ROMANO,,,,,,,,,,,,,5013421069,,,,
278,XITLALY,M,MILNER,,130,,BRITTNEY,RD,,,,COMMERCIAL POINT,OH,43116,9745,,,,,
279,XITLALY,M,MILNER,,8428,,VISTA VERDE,PL,NW,,,ALBUQUERQUE,NM,87120,5388,,,,,
280,XITLALY,M,MILNER,,,,,,,,,,,,,5012526515,,,,
281,XITLALY,M,MILNER,,,,,,,,,,,,,,XITLALYMILNER810@ACXIOM.COM,,,
282,XITLALY,M,MILNER,,,,,,,,,,,,,,XITLALYMILNER501@ACXIOM.COM,,,
283,REBEKKA,U,MILNER,,130,,BRITTNEY,RD,,,,COMMERCIAL POINT,OH,43116,9745,,,,,
284,REBEKKA,U,MILNER,,145,W,BROAD,ST,,,,MILLERSBURG,IA,52316,9572,,,,,
285,REBEKKA,U,MILNER,,,,,,,,,,,,,5012525163,,,,
286,ANDRIK,,MILNER,,130,,BRITTNEY,RD,,,,COMMERCIAL POINT,OH,43116,9745,,,,,
287,ANDRIK,,MILNER,,12121,W,RIDGEPOINT,CT,,,,WICHITA,KS,67235,9745,,,,,
288,ANDRIK,,MILNER,,,,,,,,,,,,,,ANDRIKMILNER270@ACXIOM.COM,,,
289,OLYVIA,T,MILNER,,130,,BRITTNEY,RD,,,,COMMERCIAL POINT,OH,43116,9745,,,,,
290,OLYVIA,T,MILNER,,,,,,,,,,,,,6503566280,,,,
291,GIL,S,MILNER,,130,,BRITTNEY,RD,,,,COMMERCIAL POINT,OH,43116,9745,,,,,
292,GIL,S,MILNER,,,,,,,,,,,,,,GILMILNER968@ACXIOM.COM,,,
293,KAYTLIN,N,CANTRELL,,30,,HAMMERSMITH,RD,,,,MELVILLE,RI,2840,4214,,,,,
294,KAYTLIN,N,CANTRELL,,,,,,,,,,,,,6503566445,,,,
295,KAYTLIN,N,CANTRELL,,,,,,,,,,,,,6503568827,,,,
296,KAYTLIN,N,CANTRELL,,,,,,,,,,,,,,KAYTLINCANTRELL882@ACXIOM.COM,,,
297,DEMIAN,K,CANTRELL,III,30,,HAMMERSMITH,RD,,,,MELVILLE,RI,2840,4214,,,,,
298,DEMIAN,K,CANTRELL,III,,,,,,,,,,,,,DEMIANCANTRELL661@ACXIOM.COM,,,
299,DEMIAN,K,CANTRELL,III,,,,,,,,,,,,,DEMIANCANTRELL716@ACXIOM.COM,,,
300,ANSON,P,FAULK,,1550,,27TH,AVE,S,,,MOORHEAD,ND,58103,5609,,,,,
301,ANSON,P,FAULK,,,,,,,,,,,,,,ANSONFAULK120@ACXIOM.COM,,,
302,ANSON,P,FAULK,,,,,,,,,,,,,,ANSONFAULK376@ACXIOM.COM,,,
303,PERI,T,FAULK,,1550,,27TH,AVE,S,,,MOORHEAD,ND,58103,5609,,,,,
304,PERI,T,FAULK,,1249,,FILMORE HARRIS,RD,,,,COOPERTOWN,TN,37146,7960,,,,,
305,PERI,T,FAULK,,,,,,,,,,,,,9175108484,,,,
306,JADON,,ECKERT,,3106,,HILLVIEW,AVE,NE,,,ATLANTA,GA,30319,2633,,,,,
307,JADON,,ECKERT,,1000,S,12TH,ST,,,,FREDERICK,OK,73542,7214,,,,,
308,JADON,,ECKERT,,,,,,,,,,,,,9175109793,,,,
309,VASHON,DALTON,TRINH,,2310,,ROSS,AVE,,,,ALBUQUERQUE,NM,87106,,,,,,
310,VASHON,DALTON,TRINH,,,,,,,,,,,,,5013421073,,,,
311,VASHON,DALTON,TRINH,,,,,,,,,,,,,6503568608,,,,
312,NIKOLE,SAVANAH,TRINH,,2310,,ROSS,AVE,,,,ALBUQUERQUE,NM,87106,,,,,,
313,NIKOLE,SAVANAH,TRINH,,,,,,,,,,,,,6503561865,,,,
314,NIKOLE,SAVANAH,TRINH,,,,,,,,,,,,,,NIKOLETRINH578@ACXIOM.COM,,,
315,TERELL,V,TRINH,,2310,,ROSS,AVE,,,,ALBUQUERQUE,NM,87106,,,,,,
316,TERELL,V,TRINH,,26,,HOLIDAY,RD,,,,ENGLISHTOWN,NJ,7726,2732,,,,,
317,TERELL,V,TRINH,,68,,HILLCREST,AVE,,,,EAST HARTFORD,CT,6109,2101,,,,,
318,TERELL,V,TRINH,,,,,,,,,,,,,6503564007,,,,
319,TERELL,V,TRINH,,,,,,,,,,,,,9175103971,,,,
320,MELTON,L,TRINH,III,2310,,ROSS,AVE,,,,ALBUQUERQUE,NM,87106,,,,,,
321,MELTON,L,TRINH,III,1779,W,220,,S,,,OREM,UT,84601,3839,,,,,
322,MELTON,L,TRINH,III,,,,,,,,,,,,5013421691,,,,
323,MELTON,L,TRINH,III,,,,,,,,,,,,,MELTONTRINH441@ACXIOM.COM,,,
324,AVA,,TRINH,,2310,,ROSS,AVE,,,,ALBUQUERQUE,NM,87106,,,,,,
325,AVA,,TRINH,,753,,22ND,AVE,,,,MCPHERSON,KS,67460,,,,,,
326,AVA,,TRINH,,,,,,,,,,,,,6503562903,,,,
327,AVA,,TRINH,,,,,,,,,,,,,,AVATRINH883@ACXIOM.COM,,,
328,AVA,,TRINH,,,,,,,,,,,,,,AVATRINH225@ACXIOM.COM,,,
329,ANDREI,GERARD,HOPPER,,501,,HOSPITAL,ST,,,,AUBURN,AL,36862,2210,,,,,
330,ANDREI,GERARD,HOPPER,,850,S,1650,,E,APT,B,CLEARFIELD,UT,84015,1444,,,,,
331,ANDREI,GERARD,HOPPER,,607,W,RIVER ST RIVER,ST,,,,MANLEY,NE,68463,,,,,,
332,ANDREI,GERARD,HOPPER,,,,,,,,,,,,,5012522657,,,,
333,ANDREI,GERARD,HOPPER,,,,,,,,,,,,,5012523977,,,,
334,ANDREI,GERARD,HOPPER,,,,,,,,,,,,,,ANDREIHOPPER646@ACXIOM.COM,,,
335,ANDREI,GERARD,HOPPER,,,,,,,,,,,,,,ANDREIHOPPER571@ACXIOM.COM,,,
336,KAMARIA,I,HOPPER,,501,,HOSPITAL,ST,,,,AUBURN,AL,36862,2210,,,,,
337,KAMARIA,I,HOPPER,,4000,E,15TH,ST,,,,CASPER,WY,82609,3669,,,,,
338,KAMARIA,I,HOPPER,,,,,,,,,,,,,6503561950,,,,
339,CELENE,C,HOPPER,,501,,HOSPITAL,ST,,,,AUBURN,AL,36862,2210,,,,,
340,CELENE,C,HOPPER,,2830,,BANYON,ST,,,,PAHRUMP,NV,89048,6213,,,,,
341,CELENE,C,HOPPER,,1601,S,74TH,ST,W,,,MUSKOGEE,OK,74401,8718,,,,,
342,SHEYLA,L,HOPPER,,501,,HOSPITAL,ST,,,,AUBURN,AL,36862,2210,,,,,
343,SHEYLA,L,HOPPER,,25,,SHEFFIELD,LN,,,,CHICAGO,IL,60523,2353,,,,,
344,SHEYLA,L,HOPPER,,,,,,,,,,,,,,SHEYLAHOPPER881@ACXIOM.COM,,,
345,KENZO,T,VELEZ,,1930,S,CEDAR,AVE,,,,INDEPENDENCE,MO,64052,2045,,,,,
346,KENZO,T,VELEZ,,216,E,BRYAN,ST,,,,BRYAN,OH,43506,1366,,,,,
347,KENZO,T,VELEZ,,,,,,,,,,,,,9175107948,,,,
348,KENZO,T,VELEZ,,,,,,,,,,,,,5013424614,,,,
349,EDD,,VELEZ,,1930,S,CEDAR,AVE,,,,INDEPENDENCE,MO,64052,2045,,,,,
350,EDD,,VELEZ,,1070,,ALDER,CT,,,,NEW SALEM,PA,17408,6247,,,,,
351,EDD,,VELEZ,,,,,,,,,,,,,9175108304,,,,
352,ELENI,,DODGE,,220,,WORCESTER,DR,NE,,,GRAND RAPIDS,MI,49503,3954,,,,,
353,ELENI,,DODGE,,3013,,DUDLEY RIMES,RD,,,,MAGNOLIA,MS,39652,9171,,,,,
354,ELENI,,DODGE,,8510,,JERUSALEM,RD,,,,CLAY CENTER,OH,43412,9707,,,,,
355,TANAYA,N,DODGE,,220,,WORCESTER,DR,NE,,,GRAND RAPIDS,MI,49503,3954,,,,,
356,TANAYA,N,DODGE,,8633,,PEPPERTREE,LN,,,,KNOXVILLE,TN,37923,1648,,,,,
357,GAETANO,O,DODGE,,220,,WORCESTER,DR,NE,,,GRAND RAPIDS,MI,49503,3954,,,,,
358,GAETANO,O,DODGE,,434,,ARNOLD,DR,,,,ANNISTON,AL,36201,4802,,,,,
359,GAETANO,O,DODGE,,5053,W,LONDON BAY,DR,,,,BLUFFDALE,UT,84096,1900,,,,,
360,GAETANO,O,DODGE,,,,,,,,,,,,,9175102253,,,,
361,GAETANO,O,DODGE,,,,,,,,,,,,,,GAETANODODGE255@ACXIOM.COM,,,
362,SIMONA,,DODGE,,220,,WORCESTER,DR,NE,,,GRAND RAPIDS,MI,49503,3954,,,,,
363,SIMONA,,DODGE,,,,,,,,,,,,,6503569058,,,,
364,SIMONA,,DODGE,,,,,,,,,,,,,,SIMONADODGE222@ACXIOM.COM,,,
365,LEYTON,F,DODGE,JR,220,,WORCESTER,DR,NE,,,GRAND RAPIDS,MI,49503,3954,,,,,
366,LEYTON,F,DODGE,JR,1100,,THORNWOOD,CIR,,,,CONYERS,GA,30016,8194,,,,,
367,LEYTON,F,DODGE,JR,,,,,,,,,,,,5013428090,,,,
368,LEYTON,F,DODGE,JR,,,,,,,,,,,,,LEYTONDODGE423@ACXIOM.COM,,,
369,LIDIA,G,REDMOND,,2407,,TEMPLE,AVE,,,,ALBANY,GA,31707,2663,,,,,
370,LIDIA,G,REDMOND,,,,,,,,,,,,,,LIDIAREDMOND280@ACXIOM.COM,,,
371,MYRANDA,O,DEVLIN,,3700,E,WEBB,AVE,,,,LAS VEGAS,NV,89030,2105,,,,,
372,MYRANDA,O,DEVLIN,,,,,,,,,,,,,,MYRANDADEVLIN835@ACXIOM.COM,,,
373,MYRANDA,O,DEVLIN,,,,,,,,,,,,,,MYRANDADEVLIN736@ACXIOM.COM,,,
374,KADE,P,DEVLIN,,3700,E,WEBB,AVE,,,,LAS VEGAS,NV,89030,2105,,,,,
375,KADE,P,DEVLIN,,5609,W,56TH,ST,,,,SIOUX FALLS,SD,57106,2008,,,,,
376,KADE,P,DEVLIN,,2213,,SANTA ANA,,,,,LAS CRUCES,NM,88011,7003,,,,,
377,KADE,P,DEVLIN,,,,,,,,,,,,,,KADEDEVLIN627@ACXIOM.COM,,,
378,KADE,P,DEVLIN,,,,,,,,,,,,,,KADEDEVLIN298@ACXIOM.COM,,,
379,TAMYRA,MALAYSIA,DEVLIN,,3700,E,WEBB,AVE,,,,LAS VEGAS,NV,89030,2105,,,,,
380,TAMYRA,MALAYSIA,DEVLIN,,6107,N,TRAVEL CENTER,DR,,,,CASAS ADOBES,AZ,85741,,,,,,
381,TAMYRA,MALAYSIA,DEVLIN,,,,,,,,,,,,,9175100088,,,,
382,TAUREAN,U,DEVLIN,III,3700,E,WEBB,AVE,,,,LAS VEGAS,NV,89030,2105,,,,,
383,TAUREAN,U,DEVLIN,III,,,,,,,,,,,,5012526524,,,,
384,TAUREAN,U,DEVLIN,III,,,,,,,,,,,,,TAUREANDEVLIN572@ACXIOM.COM,,,
385,DELLA,D,VALDIVIA,,6177,W,DRY CREEK,RD,,,,AMSTERDAM,MT,59741,8088,,,,,
386,DELLA,D,VALDIVIA,,,,,,,,,,,,,,DELLAVALDIVIA966@ACXIOM.COM,,,
387,DELLA,D,VALDIVIA,,,,,,,,,,,,,,DELLAVALDIVIA335@ACXIOM.COM,,,
388,RANDLE,X,VALDIVIA,III,6177,W,DRY CREEK,RD,,,,AMSTERDAM,MT,59741,8088,,,,,
389,RANDLE,X,VALDIVIA,III,,,,,,,,,,,,,RANDLEVALDIVIA245@ACXIOM.COM,,,
390,KERSTIN,K,STACK,,108,,CLARENCE,ST,,,,BOSTON,MA,2149,5135,,,,,
391,KERSTIN,K,STACK,,,,,,,,,,,,,6309644986,,,,
392,FRANKY,A,ALFARO,IV,8004,,EXODUS,DR,,,,DAMASCUS,MD,20882,1110,,,,,
393,FRANKY,A,ALFARO,IV,,,,,,,,,,,,9175109843,,,,
394,FRANKY,A,ALFARO,IV,,,,,,,,,,,,,FRANKYALFARO319@ACXIOM.COM,,,
395,ADAIR,BUTCH,ALFARO,,8004,,EXODUS,DR,,,,DAMASCUS,MD,20882,1110,,,,,
396,ADAIR,BUTCH,ALFARO,,3379,,SERVICEBERRY,DR,,,,GARDEN,UT,84028,,,,,,
397,ADAIR,BUTCH,ALFARO,,,,,,,,,,,,,6503567184,,,,
398,ADAIR,BUTCH,ALFARO,,,,,,,,,,,,,,ADAIRALFARO983@ACXIOM.COM,,,
399,ADAIR,BUTCH,ALFARO,,,,,,,,,,,,,,ADAIRALFARO568@ACXIOM.COM,,,
400,DURRELL,Z,ALFARO,,8004,,EXODUS,DR,,,,DAMASCUS,MD,20882,1110,,,,,
401,DURRELL,Z,ALFARO,,,,,,,,,,,,,5012523883,,,,
402,DURRELL,Z,ALFARO,,,,,,,,,,,,,,DURRELLALFARO490@ACXIOM.COM,,,
403,DURRELL,Z,ALFARO,,,,,,,,,,,,,,DURRELLALFARO904@ACXIOM.COM,,,
404,LUIZ,P,ALFARO,,8004,,EXODUS,DR,,,,DAMASCUS,MD,20882,1110,,,,,
405,LUIZ,P,ALFARO,,146,,CASTLE HEIGHTS,AVE,,,,BLAUVELT,NY,10960,1503,,,,,
406,LUIZ,P,ALFARO,,2816,,GEIST,CT,,,,LAS VEGAS,NV,89115,3110,,,,,
407,LUIZ,P,ALFARO,,,,,,,,,,,,,9175106687,,,,
408,LUIZ,P,ALFARO,,,,,,,,,,,,,,LUIZALFARO167@ACXIOM.COM,,,
409,MATILDE,KAZUKO,MCGHEE,,4601,,NORFOLK ISLAND PINE,DR,,,,FORT LAUDERDALE,FL,33319,3533,,,,,
410,MATILDE,KAZUKO,MCGHEE,,1859,,DIXIE LINE,RD,,,,BEAR,DE,19702,1037,,,,,
411,MATILDE,KAZUKO,MCGHEE,,3,,TAMARACK,TRL,,,,CRANSTON,RI,2816,6460,,,,,
412,MATILDE,KAZUKO,MCGHEE,,,,,,,,,,,,,6503561242,,,,
413,MATILDE,KAZUKO,MCGHEE,,,,,,,,,,,,,,MATILDEMCGHEE520@ACXIOM.COM,,,
414,MATILDE,KAZUKO,MCGHEE,,,,,,,,,,,,,,MATILDEMCGHEE502@ACXIOM.COM,,,
415,DOMANIC,DIONTE,MCGHEE,III,4601,,NORFOLK ISLAND PINE,DR,,,,FORT LAUDERDALE,FL,33319,3533,,,,,
416,DOMANIC,DIONTE,MCGHEE,III,5520,,AZURE RIDGE,DR,,,,LAS VEGAS,NV,89130,1987,,,,,
417,DOMANIC,DIONTE,MCGHEE,III,6,,LOMOND,LN,,,,MIDDLETOWN,DE,19709,,,,,,
418,DOMANIC,DIONTE,MCGHEE,III,,,,,,,,,,,,5012524822,,,,
419,DOMANIC,DIONTE,MCGHEE,III,,,,,,,,,,,,,DOMANICMCGHEE782@ACXIOM.COM,,,
420,CORINNE,C,MCGHEE,,4601,,NORFOLK ISLAND PINE,DR,,,,FORT LAUDERDALE,FL,33319,3533,,,,,
421,CORINNE,C,MCGHEE,,13580,,DALEBROOK,AVE,,,,BEREA,OH,44142,3146,,,,,
422,CORINNE,C,MCGHEE,,,,,,,,,,,,,6503563327,,,,
423,CORINNE,C,MCGHEE,,,,,,,,,,,,,,CORINNEMCGHEE383@ACXIOM.COM,,,
424,CORINNE,C,MCGHEE,,,,,,,,,,,,,,CORINNEMCGHEE900@ACXIOM.COM,,,
425,LATOSHIA,A,HARDEN,,2205,W,1ST,ST,,,,GALENA,MO,64801,3134,,,,,
426,RUDOLPH,,HARDEN,III,2205,W,1ST,ST,,,,GALENA,MO,64801,3134,,,,,
427,RUDOLPH,,HARDEN,III,,,,,,,,,,,,,RUDOLPHHARDEN382@ACXIOM.COM,,,
428,RUSSELL,P,HARDEN,,2205,W,1ST,ST,,,,GALENA,MO,64801,3134,,,,,
429,RUSSELL,P,HARDEN,,2251,,GOSS RIDGE,RD,,,,CAMANO,WA,98249,9544,,,,,
430,RUSSELL,P,HARDEN,,,,,,,,,,,,,,RUSSELLHARDEN545@ACXIOM.COM,,,
431,ROBERTO,M,HARDEN,,2205,W,1ST,ST,,,,GALENA,MO,64801,3134,,,,,
432,ROBERTO,M,HARDEN,,10920,W,HARVEST,LN,,,,BROOKFIELD,WI,53225,3856,,,,,
433,ROBERTO,M,HARDEN,,1539,W,11TH,ST,,,,EVANSDALE,IA,50702,2529,,,,,
434,ZHARIA,N,CASTANEDA,,1610,,MONUMENT,RD,,,,MYERSVILLE,MD,21773,,,,,,
435,ZHARIA,N,CASTANEDA,,4924,,CANEYVILLE,RD,,,,MORGANTOWN,KY,42261,9163,,,,,
436,ZHARIA,N,CASTANEDA,,,,,,,,,,,,,,ZHARIACASTANEDA992@ACXIOM.COM,,,
437,JAMYAH,,CASTANEDA,,1610,,MONUMENT,RD,,,,MYERSVILLE,MD,21773,,,,,,
438,JAMYAH,,CASTANEDA,,18218,N,14TH,ST,,,,PHOENIX,AZ,85022,7202,,,,,
439,JAMYAH,,CASTANEDA,,2,,JAIMES,CT,,,,LONG NECK,DE,19966,9698,,,,,
440,JAMYAH,,CASTANEDA,,,,,,,,,,,,,5013425315,,,,
441,JAMYAH,,CASTANEDA,,,,,,,,,,,,,,JAMYAHCASTANEDA207@ACXIOM.COM,,,
442,KEYSHAWN,VERL,CASTANEDA,SR,1610,,MONUMENT,RD,,,,MYERSVILLE,MD,21773,,,,,,
443,KEYSHAWN,VERL,CASTANEDA,SR,2919,,SPENCER DITCH,RD,,,,MOUNT VERNON,IN,47620,7024,,,,,
444,KEYSHAWN,VERL,CASTANEDA,SR,112,,WILDFLOWER,LN,,,,COLUMBIA FALLS,MT,59912,9188,,,,,
445,KEYSHAWN,VERL,CASTANEDA,SR,,,,,,,,,,,,,KEYSHAWNCASTANEDA313@ACXIOM.COM,,,
446,AUGUSTUS,Y,CASTANEDA,,1610,,MONUMENT,RD,,,,MYERSVILLE,MD,21773,,,,,,
447,AUGUSTUS,Y,CASTANEDA,,,,,,,,,,,,,9175102538,,,,
448,BRIGGS,E,CASTANEDA,,1610,,MONUMENT,RD,,,,MYERSVILLE,MD,21773,,,,,,
449,BRIGGS,E,CASTANEDA,,3010,,WESTCLIFF,DR,W,,,COLORADO SPRINGS,CO,80906,4533,,,,,
450,BRIGGS,E,CASTANEDA,,,,,,,,,,,,,9175103056,,,,
451,BRIGGS,E,CASTANEDA,,,,,,,,,,,,,,BRIGGSCASTANEDA607@ACXIOM.COM,,,
452,WALTON,S,VICK,,514,E,KILDARE,DR,,,,O'NEILL,NE,68763,1142,,,,,
453,WALTON,S,VICK,,27895,,ROUND LAKE,RD,,,,CROSBY,MN,56444,8409,,,,,
454,WALTON,S,VICK,,,,,,,,,,,,,6503566590,,,,
455,WALTON,S,VICK,,,,,,,,,,,,,6503562218,,,,
456,WALTON,S,VICK,,,,,,,,,,,,,,WALTONVICK667@ACXIOM.COM,,,
457,ADRIANA,C,COBURN,,8912,,VIGEN,CIR,,,,AUSTIN,TX,78748,1606,,,,,
458,ADRIANA,C,COBURN,,,,,,,,,,,,,5013427812,,,,
459,ADRIANA,C,COBURN,,,,,,,,,,,,,,ADRIANACOBURN119@ACXIOM.COM,,,
460,ARAMIS,I,COBURN,,8912,,VIGEN,CIR,,,,AUSTIN,TX,78748,1606,,,,,
461,ARAMIS,I,COBURN,,112,,4TH,ST,,,,GILBY,ND,58235,,,,,,
462,ARAMIS,I,COBURN,,,,,,,,,,,,,6503565982,,,,
463,ARAMIS,I,COBURN,,,,,,,,,,,,,,ARAMISCOBURN136@ACXIOM.COM,,,
464,DEBBI,Z,COBURN,,8912,,VIGEN,CIR,,,,AUSTIN,TX,78748,1606,,,,,
465,DEBBI,Z,COBURN,,38,,BUTTONWOOD,RD,,,,CEMENTON,PA,18067,8955,,,,,
466,KAMIAH,L,FREY,,16516,,LOW GAP,RD,,,,FAYETTEVILLE,AR,72774,9334,,,,,
467,KAMIAH,L,FREY,,640,,WARRENSBURG,RD,,,,GREENEVILLE,TN,37743,3244,,,,,
468,KAMIAH,L,FREY,,109,,LAYTON,ST,,,,HARTFORD,CT,6110,1134,,,,,
469,KAMIAH,L,FREY,,,,,,,,,,,,,5013428988,,,,
470,KAMIAH,L,FREY,,,,,,,,,,,,,9175106885,,,,
471,KAMIAH,L,FREY,,,,,,,,,,,,,,KAMIAHFREY661@ACXIOM.COM,,,
472,JAKARI,V,FREY,,16516,,LOW GAP,RD,,,,FAYETTEVILLE,AR,72774,9334,,,,,
473,JAKARI,V,FREY,,37831,,BAY,ST,NE,,,HANSVILLE,WA,98340,7737,,,,,
474,JAKARI,V,FREY,,6004,,PATTERSON,AVE,,,,DUMBARTON,VA,23226,2541,,,,,
475,JARVIS,Q,FREY,,16516,,LOW GAP,RD,,,,FAYETTEVILLE,AR,72774,9334,,,,,
476,JARVIS,Q,FREY,,11318,,GRANT,CIR,,,,OMAHA,NE,68164,3618,,,,,
477,JARVIS,Q,FREY,,517,,CATALINA,DR,,,,AKRON,OH,44319,4305,,,,,
478,JARVIS,Q,FREY,,,,,,,,,,,,,5013427355,,,,
479,ALISTAIR,V,MENARD,,6420,,LAREDO,ST,,,,HENDERSON,NV,89146,5253,,,,,
480,ALISTAIR,V,MENARD,,,,,,,,,,,,,,ALISTAIRMENARD932@ACXIOM.COM,,,
481,ALISTAIR,V,MENARD,,,,,,,,,,,,,,ALISTAIRMENARD905@ACXIOM.COM,,,
482,JABEZ,J,MENARD,,6420,,LAREDO,ST,,,,HENDERSON,NV,89146,5253,,,,,
483,JABEZ,J,MENARD,,8063,,SALISBURY,RD,,,,ALLENTON,WI,53090,8633,,,,,
484,JABEZ,J,MENARD,,,,,,,,,,,,,6503567337,,,,
485,JABEZ,J,MENARD,,,,,,,,,,,,,,JABEZMENARD693@ACXIOM.COM,,,
486,KYRSTEN,RONISHA,MENARD,,6420,,LAREDO,ST,,,,HENDERSON,NV,89146,5253,,,,,
487,KYRSTEN,RONISHA,MENARD,,20,,FOREST,RD,,,,CEDAR CREST,NM,87059,,,,,,
488,KYRSTEN,RONISHA,MENARD,,,,,,,,,,,,,5013429926,,,,
489,KYRSTEN,RONISHA,MENARD,,,,,,,,,,,,,,KYRSTENMENARD339@ACXIOM.COM,,,
490,SLOAN,B,MENARD,,6420,,LAREDO,ST,,,,HENDERSON,NV,89146,5253,,,,,
491,SLOAN,B,MENARD,,5157,N,155TH,AVE,,,,OMAHA,NE,68116,8451,,,,,
492,SLOAN,B,MENARD,,,,,,,,,,,,,,SLOANMENARD351@ACXIOM.COM,,,
493,ANTIONE,L,RHOADES,SR,717,N,MONROE,ST,,,,HUTCHINSON,KS,67501,1338,,,,,
494,ANTIONE,L,RHOADES,SR,766,,AMBER HILLS,DR,,,,ENTERPRISE,NV,89123,3012,,,,,
495,ANTIONE,L,RHOADES,SR,1250,E,BRENT POINTE,DR,,,,ANCHORAGE,AK,99645,,,,,,
496,ANTIONE,L,RHOADES,SR,,,,,,,,,,,,5012523450,,,,
497,ANTIONE,L,RHOADES,SR,,,,,,,,,,,,5013428543,,,,
498,IRIS,I,RHOADES,,717,N,MONROE,ST,,,,HUTCHINSON,KS,67501,1338,,,,,
499,IRIS,I,RHOADES,,4206,,HURSTBOURNE WOODS,DR,,,,DOUGLASS HILLS,KY,40299,1375,,,,,
500,CAMI,S,RHOADES,,717,N,MONROE,ST,,,,HUTCHINSON,KS,67501,1338,,,,,
501,CAMI,S,RHOADES,,189,,SANFORD,AVE,,,,EAST NEWARK,NJ,7032,5919,,,,,
502,CAMI,S,RHOADES,,,,,,,,,,,,,,CAMIRHOADES447@ACXIOM.COM,,,
503,KONG,D,RHOADES,IV,717,N,MONROE,ST,,,,HUTCHINSON,KS,67501,1338,,,,,
504,KONG,D,RHOADES,IV,2158,,154TH,AVE,SE,,,ARTHUR,ND,58006,9619,,,,,
505,KONG,D,RHOADES,IV,,,,,,,,,,,,5012528242,,,,
506,AUBRIE,W,MATHIS,,1817,SW,149TH,ST,,,,BURIEN,WA,98166,1728,,,,,
507,AUBRIE,W,MATHIS,,,,,,,,,,,,,5013422252,,,,
508,AUBRIE,W,MATHIS,,,,,,,,,,,,,,AUBRIEMATHIS485@ACXIOM.COM,,,
509,JORETTA,D,MATHIS,,1817,SW,149TH,ST,,,,BURIEN,WA,98166,1728,,,,,
510,JORETTA,D,MATHIS,,212,,FILBERT,AVE,,,,ELSMERE,DE,19805,2539,,,,,
511,JORETTA,D,MATHIS,,206,,12TH,ST,SE,,,WASHINGTON,DC,20003,1426,,,,,
512,JORETTA,D,MATHIS,,,,,,,,,,,,,5012527312,,,,
513,JORETTA,D,MATHIS,,,,,,,,,,,,,5012528432,,,,
514,JORETTA,D,MATHIS,,,,,,,,,,,,,,JORETTAMATHIS573@ACXIOM.COM,,,
515,JORETTA,D,MATHIS,,,,,,,,,,,,,,JORETTAMATHIS457@ACXIOM.COM,,,
516,LYNNETTE,H,MATHIS,,1817,SW,149TH,ST,,,,BURIEN,WA,98166,1728,,,,,
517,LYNNETTE,H,MATHIS,,3421,,DURAZNO,AVE,,,,EL PASO,TX,79905,1109,,,,,
518,LYNNETTE,H,MATHIS,,,,,,,,,,,,,,LYNNETTEMATHIS500@ACXIOM.COM,,,
519,TARAJI,G,MATHIS,,1817,SW,149TH,ST,,,,BURIEN,WA,98166,1728,,,,,
520,TARAJI,G,MATHIS,,7155,S,XENIA,CIR,,,,AURORA,CO,80112,1926,,,,,
521,TARAJI,G,MATHIS,,8519,,ATWELL,RD,,,,DARNESTOWN,MD,20854,6232,,,,,
522,TARAJI,G,MATHIS,,,,,,,,,,,,,,TARAJIMATHIS669@ACXIOM.COM,,,
523,MARQUAVIOUS,F,MATHIS,,1817,SW,149TH,ST,,,,BURIEN,WA,98166,1728,,,,,
